"";"kolarstwo1";"kolarstwo2";"kolarstwo3";"kolarstwo4";"muzyka1";"muzyka2";"muzyka3";"muzyka4";"Pi³kaNo¿na1";"Pi³kaNo¿na2";"Pi³kaNo¿na3";"Pi³kaNo¿na4";"SprzêtElektroniczny1";"SprzêtElektroniczny2";"SprzêtElektroniczny3";"SprzêtElektroniczny4";"Szachy1";"Szachy2";"Szachy3";"Szachy4"
"plagalny";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"plan";0;1;2;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
"planeta";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"planowanie";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0
"plansza";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"planszowy";0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0
"planszówka";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"planszówkach";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"planszówki";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"plastikowy";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"platforma";0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"platini";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"playstation";0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0
"plebiscyt";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"plecy";0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"plektron";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"plus";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
"p³eæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"p³oñsk";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"p³uco";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"p³yn";0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"p³yn¹æ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
"p³ynniejszy";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"p³ynny";2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"p³yta";0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;1;0;0
"p³ytka";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"p³ywacki";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"p³ywanie";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"pne";0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"pobawiæ";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"pobiæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"pobieraæ";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"pobie¿ny";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"poboczny";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"poboleæ";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"pobór";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"pobyt";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"pochodna";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"pochodzenie";0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1
"pochodziæ";0;1;0;0;1;3;1;0;0;0;0;1;0;0;1;0;1;0;0;0
"pochwaliæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"poci¹g";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"poci¹gaæ";0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
"poci¹gn¹æ";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"pociecha";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"pocz¹tek";0;0;1;1;0;3;2;0;0;0;0;0;1;0;0;0;1;0;0;0
"pocz¹tkowy";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"pocz¹wszy";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"poczesny";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"poczuæ";0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"poczynaæ";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"poczyniæ";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"poæwiczyæ";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"podaæ";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"podanie";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"podatny";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"podawaæ";0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"poda¿";3;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
"podczas";2;4;5;1;0;5;0;1;1;2;3;1;0;0;8;3;1;1;1;0
"poddawaæ";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"podejmowaæ";0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;2
"podejœcie";0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0
"podejœæ";0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"poderwaæ";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"podjazd";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"podj¹æ";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"podkreœlaæ";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0
"podkreœliæ";0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;2
"podlegaæ";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"pod³¹czyæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"pod³o¿e";0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0
"podmiot";0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0
"podmiotowy";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"podnosiæ";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"podobaæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"podobieñstwo";0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
"podobno";0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"podobny";3;0;2;1;1;0;1;2;2;0;0;0;2;3;1;0;0;0;0;0
"podpisaæ";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"podpowiadaæ";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"podprogowy";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"podrêcznik";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
"podstawa";0;1;0;0;2;0;1;1;0;0;0;0;0;1;0;0;2;0;0;0
"podstawowy";2;2;0;1;0;0;1;2;1;0;0;0;0;1;0;0;0;0;0;2
"podsumowuj¹c";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"podœwiadomie";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"poduszka";0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0
"podwójny";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"podwórko";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"podzespó³";0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;0;0;0;0;0
"podzia³";0;1;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0
"podzieliæ";0;0;0;0;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"poemat";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"poetka";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"poezja";0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"pogarszaæ";1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"pogl¹d";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"pogoda";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"pogorszyæ";0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
"pograæ";0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
"pojawiaæ";0;0;0;0;4;0;3;0;0;0;0;0;2;0;0;0;0;0;0;0
"pojawiæ";1;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0
"poj¹æ";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"pojechaæ";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"pojemnoœæ";0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"pojêcie";0;0;0;0;0;1;6;2;0;0;0;1;0;0;0;0;0;0;0;0
"pojmowaæ";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"pokazaæ";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"pokazywaæ";0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"pokojowa";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"pokonaæ";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"pokpiwaæ";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"pokrój";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"pokrótce";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0
"polaæ";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"polak";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"pole";0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0
"polecaæ";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"polegaæ";1;2;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"polepszaæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1
"polifonia";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"politycznos¹dowej";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"polityczny";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"polityk";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"polityka";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"polonia";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"polsce";0;0;1;0;0;1;0;0;0;0;0;1;1;0;0;0;2;2;0;0
"polski";0;0;0;0;0;1;0;0;0;0;6;4;0;1;0;2;0;6;0;0
"po³¹czenie";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"po³¹czyæ";0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"po³owa";0;0;0;0;1;2;0;0;0;0;0;0;4;0;0;1;0;0;0;0
"pomagaæ";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1
"pomiar";0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0
"pomiêdzy";0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
"pomijaæ";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"pomimo";0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;1;0
"pomin¹æ";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"pomoc";0;0;0;1;2;0;4;0;0;0;0;0;2;0;0;0;0;0;1;2
"pomocnik";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"pomocny";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"pomóc";0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"pomys³";0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
"pomyœleæ";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"ponadto";1;1;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;2;1
"poni¿ej";1;1;0;1;1;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0
"ponowny";0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"pop";0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"poparzenie";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"pope³niaæ";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"popieraæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"popkultura";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"popo³udnie";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"popracowaæ";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"poprawa";2;4;1;0;0;0;0;0;0;0;0;0;3;0;0;0;5;0;0;0
"poprawiaæ";0;0;0;0;0;1;0;0;0;0;0;0;3;0;0;0;2;0;0;0
"poprawiæ";0;3;0;1;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0
"poprosiæ";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"poprzeczka";0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"poprzedni";0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"poprzez";2;0;0;2;0;0;0;4;0;0;0;1;0;0;0;0;0;0;0;2
"popularnoœæ";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"popularny";1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"popychaæ";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"popyt";0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0
"pora";0;0;2;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"porada";0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"poradnik";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"porcja";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"porozumieæ";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"porozumiewaæ";0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"porównaæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"porównanie";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
"portal";0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
"portugalii";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"poruszenie";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"porz¹dek";0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
"porz¹dkowaæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"posiadaæ";0;0;0;0;1;0;0;1;0;1;2;0;0;0;1;0;1;0;0;0
"posi³ek";4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"posi³ki";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"pos³ugiwaæ";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"pos³u¿yæ";0;0;0;0;0;1;0;2;0;1;0;0;0;0;0;0;0;0;0;0
"post";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"postaæ";0;1;0;0;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0
"postaraæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"postawiæ";0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0
"postêpowaæ";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
"postmodernistyczny";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"postrzegaæ";0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
"postsign";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"poststrukturalistów";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"posuniêcie";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"poszczególny";2;3;0;0;0;0;0;2;0;0;1;0;0;0;0;1;0;0;0;0
"poszukiwaæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"poœrednictwo";0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"poœród";0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"poœwiêcaæ";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
"poœwiêciæ";0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"potem";0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"potencjalny";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"potencja³";0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0
"potop";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"potrafiæ";0;0;0;0;0;0;0;0;2;0;1;0;0;0;2;0;0;0;1;0
"potraktowaæ";0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0
"potrz¹saæ";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"potrz¹sn¹æ";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"potrzeba";2;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
"potrzebny";0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
"potrzebowaæ";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0
"potwierdzaæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1
"potwierdziæ";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"pouczaj¹cy";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"powa¿ny";1;1;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
"powell";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"powerbanka";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"powi¹zanie";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"powiedzenie";0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
"powiedzieæ";0;0;0;0;0;0;2;0;0;0;0;1;2;1;0;0;1;1;3;0
"powierzchnia";0;0;0;0;0;0;0;1;0;1;0;0;0;0;2;0;0;0;0;0
"powierzchniowy";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"powietrze";0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0
"powinien";1;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"powinieneœ";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"powinna";3;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0
"powinni";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"powinniœmy";0;0;1;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0
"powinno";2;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"powinny";2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"powodowaæ";1;0;0;1;1;1;0;0;0;0;0;0;2;0;2;0;0;0;0;0
"powodzenie";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"powód";1;1;0;0;0;0;0;0;0;0;0;0;2;1;0;1;2;0;0;0
"powrotem";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"powróciæ";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"powrót";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"powstaæ";0;0;0;0;1;3;0;0;1;0;1;0;0;0;0;0;0;0;0;0
"powsta³y";0;0;0;0;1;10;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"powstanie";0;0;0;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"powstawaæ";0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"powstrzymywaæ";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"powszechnie";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"powszechny";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"powtarzaæ";1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"powtarzalny";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"powtórny";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"powy¿ej";1;0;1;3;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
"powy¿szy";0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"pozbawiæ";0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0
"pozbyæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"pozbywaæ";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"poziom";6;2;0;6;0;0;1;3;0;0;2;0;1;0;0;0;0;0;1;0
"poznaæ";0;1;0;0;0;1;0;1;3;0;0;2;0;0;0;0;1;0;0;0
"pozorny";0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0
"pozostaæ";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"pozosta³y";1;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0
"pozostañmy";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"pozostawaæ";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"pozór";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"pozwalaæ";0;8;1;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
"pozwoliæ";3;0;1;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"pozycja";0;0;0;1;0;0;0;1;0;2;0;0;0;0;0;0;0;0;1;0
"pozycjizestawie";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"pozyskiwaæ";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"pozytywista";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"pozytywny";0;0;0;1;0;0;0;1;1;0;0;2;0;0;0;0;0;0;0;1
"po¿ar";0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0
"po¿¹dany";1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"pó³";0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"pó³fina³owy";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"pó³ka";0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
"pó³rocze";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"póŸniej";0;0;0;0;1;0;0;2;2;0;1;0;0;0;0;0;0;0;0;0
"póŸniejszy";0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
"praca";0;0;1;1;0;3;0;5;0;0;0;0;0;0;2;0;1;0;0;0
"prace";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"pracowaæ";1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"pragmatyczny";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"pragn¹æ";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"praktyczny";0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1
"praktyka";0;1;0;0;2;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"prasowy";0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
"prawda";0;0;0;0;0;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0
"prawdopodobny";0;0;0;0;4;1;0;1;0;0;0;0;2;0;0;0;0;0;0;0
"prawid³owy";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"prawie";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"prawniczy";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"prawny";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"prawo";0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"precyzyjny";0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
"predyspozycja";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"preferencja";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"preferowaæ";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
